typeofaction,sourceid,destinationid,amountofmoney,year,month,day,dayofweek,isfraud
transfer,71902,89585,7259213,2019,6,9,6,1
transfer,89585,62633,7259213,2019,6,11,1,1
transfer,62633,51413,7259213,2019,6,20,3,1
transfer,51413,51492,7259213,2019,6,20,3,1
transfer,51492,67532,7259213,2019,6,20,3,1
transfer,67532,20238,7259213,2019,6,27,3,1
transfer,20238,95209,7259213,2019,6,30,6,1
transfer,95209,12159,7259213,2019,7,1,0,1
transfer,12159,31132,7259213,2019,7,18,3,1
transfer,51905,83520,7042628,2019,3,13,2,1
transfer,83520,21933,7042628,2019,3,13,2,1
transfer,21933,28680,7042628,2019,3,14,3,1
transfer,28680,61453,7042628,2019,3,18,0,1
transfer,61453,99444,7042628,2019,4,23,1,1
transfer,99444,25410,7042628,2019,4,23,1,1
transfer,25410,98222,7042628,2019,5,27,0,1
transfer,98222,48954,7042628,2019,6,5,2,1
transfer,48954,62123,7042628,2019,6,11,1,1
transfer,62123,1008,7042628,2019,7,1,0,1
transfer,1008,19795,7042628,2019,7,8,0,1
transfer,19795,36123,7042628,2019,7,8,0,1
transfer,47590,16290,7130066,2019,3,8,4,1
transfer,16290,12859,7130066,2019,3,9,5,1
transfer,12859,60685,7130066,2019,3,9,5,1
transfer,60685,93590,7130066,2019,4,8,0,1
transfer,93590,41731,7130066,2019,4,26,4,1
transfer,41731,59544,7130066,2019,4,29,0,1
transfer,59544,34132,7130066,2019,5,5,6,1
transfer,34132,28150,7130066,2019,5,19,6,1
transfer,28150,44752,7130066,2019,5,23,3,1
transfer,44752,63384,7130066,2019,5,25,5,1
transfer,63384,28424,7130066,2019,5,27,0,1
transfer,28424,17067,7130066,2019,6,17,0,1
transfer,17067,61320,7130066,2019,7,5,4,1
transfer,61320,11181,7130066,2019,7,13,5,1
transfer,70212,19597,7474036,2019,3,3,6,1
transfer,19597,1265,7474036,2019,3,13,2,1
transfer,1265,66955,7474036,2019,3,28,3,1
transfer,66955,47361,7474036,2019,4,1,0,1
transfer,47361,55499,7474036,2019,5,11,5,1
transfer,55499,37773,7474036,2019,5,14,1,1
transfer,37773,25554,7474036,2019,5,17,4,1
transfer,25554,59135,7474036,2019,5,24,4,1
transfer,59135,50648,7474036,2019,6,2,6,1
transfer,50648,67134,7474036,2019,6,9,6,1
transfer,67134,98434,7474036,2019,6,15,5,1
transfer,98434,15793,7474036,2019,7,6,5,1
transfer,15793,28005,7474036,2019,7,17,2,1
transfer,28005,77462,7474036,2019,7,18,3,1
transfer,31270,93784,7629866,2019,3,8,4,1
transfer,93784,12394,7629866,2019,3,11,0,1
transfer,12394,12290,7629866,2019,3,27,2,1
transfer,12290,31377,7629866,2019,5,12,6,1
transfer,31377,45615,7629866,2019,6,1,5,1
transfer,45615,18899,7629866,2019,6,17,0,1
transfer,18899,79698,7629866,2019,6,22,5,1
transfer,79698,5891,7629866,2019,7,5,4,1
transfer,5891,27880,7629866,2019,7,6,5,1
transfer,29182,4588,7881878,2019,2,22,4,1
transfer,4588,30874,7881878,2019,3,17,6,1
transfer,30874,10085,7881878,2019,3,21,3,1
transfer,10085,75200,7881878,2019,4,8,0,1
transfer,75200,90043,7881878,2019,4,13,5,1
transfer,90043,18262,7881878,2019,5,10,4,1
transfer,18262,27723,7881878,2019,5,11,5,1
transfer,27723,76733,7881878,2019,5,19,6,1
transfer,76733,60635,7881878,2019,6,1,5,1
transfer,60635,79115,7881878,2019,6,3,0,1
transfer,79115,81153,7881878,2019,7,4,3,1
transfer,81153,61280,7881878,2019,7,7,6,1
transfer,61280,70824,7881878,2019,7,17,2,1
transfer,25682,59982,5505135,2019,2,21,3,1
transfer,59982,87061,5505135,2019,2,21,3,1
transfer,87061,55735,5505135,2019,2,26,1,1
transfer,55735,81463,5505135,2019,3,4,0,1
transfer,81463,29791,5505135,2019,3,20,2,1
transfer,29791,84810,5505135,2019,3,27,2,1
transfer,84810,18415,5505135,2019,3,31,6,1
transfer,18415,40262,5505135,2019,4,11,3,1
transfer,40262,91800,5505135,2019,4,12,4,1
transfer,91800,78720,5505135,2019,4,12,4,1
transfer,78720,23436,5505135,2019,4,17,2,1
transfer,23436,23329,5505135,2019,4,19,4,1
transfer,23329,77289,5505135,2019,5,4,5,1
transfer,77289,24637,5505135,2019,5,14,1,1
transfer,24637,23120,5505135,2019,5,19,6,1
transfer,23120,23021,5505135,2019,6,1,5,1
transfer,23021,35384,5505135,2019,6,4,1,1
transfer,35384,36942,5505135,2019,6,6,3,1
transfer,36942,44071,5505135,2019,6,7,4,1
transfer,44071,6211,5505135,2019,6,30,6,1
transfer,6211,40833,5505135,2019,7,2,1,1
transfer,40833,69782,5505135,2019,7,12,4,1
transfer,69782,1906,5505135,2019,7,12,4,1
transfer,39185,10202,5004735,2019,3,3,6,1
transfer,10202,8566,5004735,2019,3,9,5,1
transfer,8566,68275,5004735,2019,4,3,2,1
transfer,68275,54367,5004735,2019,4,26,4,1
transfer,54367,31610,5004735,2019,5,17,4,1
transfer,31610,65175,5004735,2019,5,21,1,1
transfer,65175,2349,5004735,2019,5,25,5,1
transfer,2349,59772,5004735,2019,6,8,5,1
transfer,59772,91404,5004735,2019,6,10,0,1
transfer,91404,54988,5004735,2019,6,19,2,1
transfer,54988,88062,5004735,2019,6,28,4,1
transfer,88062,51626,5004735,2019,7,2,1,1
transfer,51626,12781,5004735,2019,7,3,2,1
transfer,20849,70229,5820894,2019,2,22,4,1
transfer,70229,355,5820894,2019,2,22,4,1
transfer,355,32083,5820894,2019,2,26,1,1
transfer,32083,7844,5820894,2019,2,27,2,1
transfer,7844,57355,5820894,2019,3,1,4,1
transfer,57355,23333,5820894,2019,3,9,5,1
transfer,23333,51985,5820894,2019,3,10,6,1
transfer,51985,90802,5820894,2019,3,18,0,1
transfer,90802,27855,5820894,2019,3,20,2,1
transfer,27855,22279,5820894,2019,4,16,1,1
transfer,22279,78391,5820894,2019,4,16,1,1
transfer,78391,65372,5820894,2019,5,9,3,1
transfer,65372,8719,5820894,2019,5,15,2,1
transfer,8719,59910,5820894,2019,5,19,6,1
transfer,59910,18263,5820894,2019,5,20,0,1
transfer,18263,48977,5820894,2019,6,1,5,1
transfer,48977,90823,5820894,2019,6,2,6,1
transfer,90823,92278,5820894,2019,6,4,1,1
transfer,92278,59150,5820894,2019,6,8,5,1
transfer,59150,55884,5820894,2019,6,10,0,1
transfer,55884,15913,5820894,2019,6,13,3,1
transfer,15913,99193,5820894,2019,7,2,1,1
transfer,99193,2405,5820894,2019,7,3,2,1
transfer,30553,89924,7013498,2019,2,28,3,1
transfer,89924,75789,7013498,2019,3,9,5,1
transfer,75789,8475,7013498,2019,3,9,5,1
transfer,8475,68269,7013498,2019,3,13,2,1
transfer,68269,17819,7013498,2019,3,19,1,1
transfer,17819,9884,7013498,2019,3,25,0,1
transfer,9884,95983,7013498,2019,4,20,5,1
transfer,95983,56458,7013498,2019,4,28,6,1
transfer,56458,22341,7013498,2019,5,1,2,1
transfer,22341,636,7013498,2019,5,5,6,1
transfer,636,63148,7013498,2019,5,15,2,1
transfer,63148,89382,7013498,2019,5,20,0,1
transfer,89382,44038,7013498,2019,5,27,0,1
transfer,44038,49500,7013498,2019,5,31,4,1
transfer,49500,89628,7013498,2019,6,3,0,1
transfer,89628,68940,7013498,2019,6,28,4,1
transfer,68940,8637,7013498,2019,6,29,5,1
transfer,8637,38215,7013498,2019,7,1,0,1
transfer,38215,35484,7013498,2019,7,4,3,1
transfer,35484,3185,7013498,2019,7,8,0,1
transfer,3185,46114,7013498,2019,7,15,0,1
transfer,85457,50028,5523379,2019,2,21,3,1
transfer,50028,56742,5523379,2019,2,23,5,1
transfer,56742,1366,5523379,2019,2,27,2,1
transfer,1366,3381,5523379,2019,3,1,4,1
transfer,3381,50866,5523379,2019,3,4,0,1
transfer,50866,62749,5523379,2019,3,6,2,1
transfer,62749,3912,5523379,2019,3,12,1,1
transfer,3912,62828,5523379,2019,4,1,0,1
transfer,62828,62413,5523379,2019,4,5,4,1
transfer,62413,8657,5523379,2019,4,16,1,1
transfer,8657,57832,5523379,2019,4,16,1,1
transfer,57832,82169,5523379,2019,5,7,1,1
transfer,82169,36275,5523379,2019,5,24,4,1
transfer,36275,18972,5523379,2019,5,24,4,1
transfer,18972,62001,5523379,2019,6,2,6,1
transfer,62001,50177,5523379,2019,6,12,2,1
transfer,50177,94708,5523379,2019,7,2,1,1
transfer,94708,41032,5523379,2019,7,5,4,1
transfer,41032,30699,5523379,2019,7,11,3,1
transfer,30699,97635,5523379,2019,7,16,1,1
transfer,97635,90379,5523379,2019,7,18,3,1
transfer,73532,58640,6654803,2019,2,21,3,1
transfer,58640,1577,6654803,2019,2,26,1,1
transfer,1577,84551,6654803,2019,3,6,2,1
transfer,84551,97738,6654803,2019,3,21,3,1
transfer,97738,92460,6654803,2019,3,25,0,1
transfer,92460,6599,6654803,2019,3,26,1,1
transfer,6599,32997,6654803,2019,3,28,3,1
transfer,32997,57384,6654803,2019,4,1,0,1
transfer,57384,42460,6654803,2019,4,4,3,1
transfer,42460,32346,6654803,2019,4,12,4,1
transfer,32346,26734,6654803,2019,4,16,1,1
transfer,26734,78224,6654803,2019,4,16,1,1
transfer,78224,64582,6654803,2019,4,16,1,1
transfer,64582,57711,6654803,2019,5,5,6,1
transfer,57711,89866,6654803,2019,5,11,5,1
transfer,89866,9408,6654803,2019,5,17,4,1
transfer,9408,47099,6654803,2019,5,19,6,1
transfer,47099,28292,6654803,2019,5,25,5,1
transfer,28292,24583,6654803,2019,6,6,3,1
transfer,24583,94580,6654803,2019,6,7,4,1
transfer,94580,98137,6654803,2019,6,23,6,1
transfer,98137,52566,6654803,2019,7,8,0,1
transfer,52566,8509,6654803,2019,7,10,2,1
transfer,8509,82804,6654803,2019,7,18,3,1
transfer,61330,80052,7012527,2019,3,25,0,1
transfer,80052,52054,7012527,2019,4,1,0,1
transfer,52054,75252,7012527,2019,4,8,0,1
transfer,75252,94658,7012527,2019,4,13,5,1
transfer,94658,29555,7012527,2019,4,26,4,1
transfer,29555,83209,7012527,2019,5,12,6,1
transfer,83209,25531,7012527,2019,5,18,5,1
transfer,25531,37485,7012527,2019,5,19,6,1
transfer,37485,52245,7012527,2019,6,7,4,1
transfer,52245,27205,7012527,2019,6,29,5,1
transfer,27205,7012,7012527,2019,7,2,1,1
transfer,34166,99897,6763814,2019,2,21,3,1
transfer,99897,90762,6763814,2019,4,8,0,1
transfer,90762,94652,6763814,2019,5,8,2,1
transfer,94652,294,6763814,2019,6,7,4,1
transfer,294,42293,6763814,2019,6,7,4,1
transfer,57833,5702,5815280,2019,3,2,5,1
transfer,5702,65057,5815280,2019,3,4,0,1
transfer,65057,8971,5815280,2019,3,16,5,1
transfer,8971,71695,5815280,2019,3,17,6,1
transfer,71695,40056,5815280,2019,4,5,4,1
transfer,40056,65904,5815280,2019,4,7,6,1
transfer,65904,38537,5815280,2019,4,9,1,1
transfer,38537,93771,5815280,2019,4,9,1,1
transfer,93771,48889,5815280,2019,4,16,1,1
transfer,48889,37799,5815280,2019,4,19,4,1
transfer,37799,78632,5815280,2019,4,30,1,1
transfer,78632,66144,5815280,2019,5,1,2,1
transfer,66144,55902,5815280,2019,5,7,1,1
transfer,55902,46192,5815280,2019,5,9,3,1
transfer,46192,92695,5815280,2019,6,1,5,1
transfer,92695,9761,5815280,2019,6,6,3,1
transfer,9761,73630,5815280,2019,6,8,5,1
transfer,73630,79987,5815280,2019,6,28,4,1
transfer,79987,9368,5815280,2019,7,1,0,1
transfer,9368,88486,5815280,2019,7,10,2,1
transfer,88486,66606,5815280,2019,7,10,2,1
transfer,66606,35053,5815280,2019,7,12,4,1
transfer,35053,50985,5815280,2019,7,13,5,1
transfer,50985,88714,5815280,2019,7,17,2,1
transfer,95835,53518,7952497,2019,5,7,1,1
transfer,53518,60865,7952497,2019,5,15,2,1
transfer,60865,67506,7952497,2019,5,16,3,1
transfer,67506,41341,7952497,2019,6,8,5,1
transfer,41341,25679,7952497,2019,7,9,1,1
transfer,3961,76162,6850595,2019,3,4,0,1
transfer,76162,71574,6850595,2019,4,16,1,1
transfer,71574,67662,6850595,2019,5,13,0,1
transfer,67662,57384,6850595,2019,5,19,6,1
transfer,57384,90524,6850595,2019,6,2,6,1
transfer,68625,17909,6615328,2019,2,28,3,1
transfer,17909,38002,6615328,2019,3,20,2,1
transfer,38002,56721,6615328,2019,4,23,1,1
transfer,56721,33784,6615328,2019,4,24,2,1
transfer,33784,51575,6615328,2019,6,17,0,1
transfer,51575,78164,6615328,2019,6,17,0,1
transfer,78164,93853,6615328,2019,6,22,5,1
transfer,93853,76022,6615328,2019,6,25,1,1
transfer,76022,19634,6615328,2019,7,1,0,1
transfer,66897,87520,6421783,2019,3,8,4,1
transfer,87520,87615,6421783,2019,3,31,6,1
transfer,87615,52483,6421783,2019,4,16,1,1
transfer,52483,76267,6421783,2019,5,8,2,1
transfer,76267,45383,6421783,2019,5,11,5,1
transfer,45383,5110,6421783,2019,5,15,2,1
transfer,5110,62286,6421783,2019,5,20,0,1
transfer,62286,81909,6421783,2019,5,27,0,1
transfer,81909,26650,6421783,2019,6,5,2,1
transfer,26650,63119,6421783,2019,6,6,3,1
transfer,63119,41122,6421783,2019,6,14,4,1
transfer,41122,54119,6421783,2019,6,24,0,1
transfer,54119,97966,6421783,2019,7,6,5,1
transfer,950,88357,6493011,2019,3,5,1,1
transfer,88357,96627,6493011,2019,3,13,2,1
transfer,96627,71881,6493011,2019,3,22,4,1
transfer,71881,10608,6493011,2019,4,17,2,1
transfer,10608,16272,6493011,2019,4,30,1,1
transfer,16272,62981,6493011,2019,5,6,0,1
transfer,62981,11695,6493011,2019,5,12,6,1
transfer,11695,74486,6493011,2019,5,16,3,1
transfer,74486,38258,6493011,2019,5,23,3,1
transfer,38258,93492,6493011,2019,5,28,1,1
transfer,93492,2466,6493011,2019,5,30,3,1
transfer,2466,44313,6493011,2019,6,4,1,1
transfer,44313,37630,6493011,2019,6,7,4,1
transfer,37630,98242,6493011,2019,6,22,5,1
transfer,98242,15558,6493011,2019,7,13,5,1
transfer,15558,81278,6493011,2019,7,15,0,1
transfer,14363,95594,5972619,2019,2,23,5,1
transfer,95594,35300,5972619,2019,3,17,6,1
transfer,35300,1991,5972619,2019,3,29,4,1
transfer,1991,82483,5972619,2019,4,15,0,1
transfer,82483,63326,5972619,2019,4,26,4,1
transfer,63326,70242,5972619,2019,5,9,3,1
transfer,70242,63810,5972619,2019,5,18,5,1
transfer,63810,22306,5972619,2019,6,28,4,1
transfer,21038,16863,6352694,2019,3,4,0,1
transfer,16863,38558,6352694,2019,3,6,2,1
transfer,38558,57768,6352694,2019,3,12,1,1
transfer,57768,9810,6352694,2019,3,14,3,1
transfer,9810,51713,6352694,2019,3,19,1,1
transfer,51713,61936,6352694,2019,3,28,3,1
transfer,61936,68283,6352694,2019,4,9,1,1
transfer,68283,51673,6352694,2019,4,25,3,1
transfer,51673,65837,6352694,2019,4,29,0,1
transfer,65837,26663,6352694,2019,5,26,6,1
transfer,45741,44840,7422956,2019,2,27,2,1
transfer,44840,15517,7422956,2019,2,27,2,1
transfer,15517,7654,7422956,2019,3,15,4,1
transfer,7654,86315,7422956,2019,3,17,6,1
transfer,86315,46239,7422956,2019,3,25,0,1
transfer,46239,96888,7422956,2019,4,3,2,1
transfer,96888,43458,7422956,2019,4,3,2,1
transfer,43458,10997,7422956,2019,4,4,3,1
transfer,10997,33473,7422956,2019,4,7,6,1
transfer,33473,32740,7422956,2019,4,17,2,1
transfer,32740,9490,7422956,2019,4,22,0,1
transfer,9490,56185,7422956,2019,4,30,1,1
transfer,56185,32420,7422956,2019,5,11,5,1
transfer,32420,77936,7422956,2019,6,9,6,1
transfer,77936,78819,7422956,2019,6,10,0,1
transfer,78819,47111,7422956,2019,6,12,2,1
transfer,47111,34947,7422956,2019,6,14,4,1
transfer,34947,55838,7422956,2019,6,17,0,1
transfer,55838,13410,7422956,2019,6,22,5,1
transfer,13410,95198,7422956,2019,6,23,6,1
transfer,95198,76344,7422956,2019,6,29,5,1
transfer,76344,23503,7422956,2019,6,30,6,1
transfer,23503,74586,7422956,2019,7,6,5,1
transfer,74586,22963,7422956,2019,7,15,0,1
transfer,44827,27662,5268988,2019,3,18,0,1
transfer,27662,92734,5268988,2019,5,3,4,1
transfer,92734,63730,5268988,2019,7,2,1,1
transfer,63730,77073,5268988,2019,7,5,4,1
transfer,77073,33133,5268988,2019,7,12,4,1
transfer,33133,43171,5268988,2019,7,16,1,1
transfer,10560,16835,7621775,2019,2,23,5,1
transfer,16835,58819,7621775,2019,3,1,4,1
transfer,58819,55033,7621775,2019,3,1,4,1
transfer,55033,86948,7621775,2019,3,2,5,1
transfer,86948,31965,7621775,2019,3,8,4,1
transfer,31965,69542,7621775,2019,4,9,1,1
transfer,69542,74761,7621775,2019,4,20,5,1
transfer,74761,78808,7621775,2019,4,22,0,1
transfer,78808,24306,7621775,2019,4,23,1,1
transfer,24306,23199,7621775,2019,4,26,4,1
transfer,23199,65145,7621775,2019,5,3,4,1
transfer,65145,96091,7621775,2019,5,3,4,1
transfer,96091,46638,7621775,2019,5,11,5,1
transfer,46638,50729,7621775,2019,5,24,4,1
transfer,50729,90209,7621775,2019,5,27,0,1
transfer,90209,75622,7621775,2019,5,30,3,1
transfer,75622,73215,7621775,2019,5,31,4,1
transfer,73215,89274,7621775,2019,6,10,0,1
transfer,89274,64868,7621775,2019,6,21,4,1
transfer,64868,99007,7621775,2019,7,8,0,1
transfer,99007,77724,7621775,2019,7,16,1,1
transfer,77724,46022,7621775,2019,7,19,4,1
transfer,58107,95867,6937925,2019,3,10,6,1
transfer,95867,98698,6937925,2019,3,29,4,1
transfer,98698,67570,6937925,2019,4,14,6,1
transfer,67570,32548,6937925,2019,4,22,0,1
transfer,32548,55468,6937925,2019,4,22,0,1
transfer,55468,4017,6937925,2019,5,12,6,1
transfer,4017,33174,6937925,2019,5,19,6,1
transfer,33174,81173,6937925,2019,5,21,1,1
transfer,81173,48265,6937925,2019,7,10,2,1
transfer,34989,47569,5806795,2019,2,25,0,1
transfer,47569,54151,5806795,2019,3,12,1,1
transfer,54151,44075,5806795,2019,3,15,4,1
transfer,44075,55646,5806795,2019,3,27,2,1
transfer,55646,86023,5806795,2019,4,2,1,1
transfer,86023,65468,5806795,2019,4,11,3,1
transfer,65468,70267,5806795,2019,4,13,5,1
transfer,70267,93794,5806795,2019,5,2,3,1
transfer,93794,98765,5806795,2019,5,25,5,1
transfer,98765,75873,5806795,2019,6,12,2,1
transfer,75873,57428,5806795,2019,6,14,4,1
transfer,57428,55403,5806795,2019,6,17,0,1
transfer,55403,21474,5806795,2019,6,18,1,1
transfer,21474,47698,5806795,2019,7,13,5,1
transfer,47698,82632,5806795,2019,7,19,4,1
transfer,21697,31137,6738027,2019,2,26,1,1
transfer,31137,57938,6738027,2019,3,18,0,1
transfer,57938,41703,6738027,2019,3,19,1,1
transfer,41703,46047,6738027,2019,3,21,3,1
transfer,46047,74994,6738027,2019,4,19,4,1
transfer,74994,23866,6738027,2019,4,22,0,1
transfer,23866,91137,6738027,2019,5,4,5,1
transfer,91137,12080,6738027,2019,5,15,2,1
transfer,12080,67573,6738027,2019,5,16,3,1
transfer,67573,21941,6738027,2019,5,19,6,1
transfer,21941,76094,6738027,2019,5,20,0,1
transfer,76094,78341,6738027,2019,5,23,3,1
transfer,78341,81126,6738027,2019,6,8,5,1
transfer,81126,2720,6738027,2019,6,17,0,1
transfer,2720,12602,6738027,2019,7,5,4,1
transfer,12602,39850,6738027,2019,7,8,0,1
transfer,39850,12122,6738027,2019,7,8,0,1
transfer,13911,92420,7525659,2019,2,23,5,1
transfer,92420,31871,7525659,2019,2,26,1,1
transfer,31871,861,7525659,2019,4,1,0,1
transfer,861,56503,7525659,2019,4,5,4,1
transfer,56503,12445,7525659,2019,4,23,1,1
transfer,12445,97343,7525659,2019,4,29,0,1
transfer,97343,12363,7525659,2019,5,1,2,1
transfer,12363,60363,7525659,2019,5,4,5,1
transfer,60363,29297,7525659,2019,5,8,2,1
transfer,29297,27522,7525659,2019,6,2,6,1
transfer,27522,59201,7525659,2019,6,10,0,1
transfer,59201,38897,7525659,2019,6,19,2,1
transfer,38897,24193,7525659,2019,6,26,2,1
transfer,24193,31031,7525659,2019,7,9,1,1
transfer,31031,51196,7525659,2019,7,15,0,1
transfer,51196,92222,7525659,2019,7,16,1,1
transfer,92222,78300,7525659,2019,7,19,4,1
transfer,3508,28046,328814,2019,5,1,2,1
transfer,13772,28046,328814,2019,6,23,6,1
transfer,75661,28046,328814,2019,3,21,3,1
transfer,46526,28046,328814,2019,5,31,4,1
transfer,34227,28046,328814,2019,5,11,5,1
transfer,3714,28046,328814,2019,6,8,5,1
transfer,2658,28046,328814,2019,4,30,1,1
transfer,8221,28046,328814,2019,6,27,3,1
transfer,23177,28046,328814,2019,3,23,5,1
transfer,6847,28046,328814,2019,3,31,6,1
transfer,70416,28046,328814,2019,7,1,0,1
transfer,67248,28046,328814,2019,5,22,2,1
transfer,93447,28046,328814,2019,4,3,2,1
transfer,45366,28046,328814,2019,3,8,4,1
transfer,91907,28046,328814,2019,3,22,4,1
transfer,89933,28046,328814,2019,5,25,5,1
transfer,48369,28046,328814,2019,3,2,5,1
transfer,26481,28046,328815,2019,4,12,4,1
transfer,82518,28046,328815,2019,3,10,6,1
transfer,87410,90946,222031,2019,7,8,0,1
transfer,63097,90946,222031,2019,6,12,2,1
transfer,66494,90946,222031,2019,7,10,2,1
transfer,18860,90946,222031,2019,6,15,5,1
transfer,77175,90946,222032,2019,3,26,1,1
transfer,20337,90946,222032,2019,4,27,5,1
transfer,91453,90946,222032,2019,6,5,2,1
transfer,50842,90946,222032,2019,3,27,2,1
transfer,92791,90946,222032,2019,4,23,1,1
transfer,13618,90946,222032,2019,5,2,3,1
transfer,54048,90946,222032,2019,4,24,2,1
transfer,83487,90946,222032,2019,2,22,4,1
transfer,23289,90946,222032,2019,3,20,2,1
transfer,1133,90946,222032,2019,5,12,6,1
transfer,24249,90946,222032,2019,5,19,6,1
transfer,16422,90946,222032,2019,5,24,4,1
transfer,82454,90946,222032,2019,5,11,5,1
transfer,23803,90946,222032,2019,5,14,1,1
transfer,19584,90946,222032,2019,4,25,3,1
transfer,67950,90946,222032,2019,6,20,3,1
transfer,34685,90946,222032,2019,5,16,3,1
transfer,98981,90946,222032,2019,4,2,1,1
transfer,17988,90946,222032,2019,7,12,4,1
transfer,185,6477,518689,2019,2,24,6,1
transfer,58026,6477,518689,2019,4,21,6,1
transfer,73371,6477,518689,2019,3,12,1,1
transfer,64845,6477,518689,2019,2,26,1,1
transfer,58869,6477,518689,2019,4,10,2,1
transfer,78041,6477,518689,2019,5,8,2,1
